event_id,event_date,event_time,event_type,event_description,highway_id,highway_name,highway_number,road_type,state,district,location,latitude,longitude,landmark,cause,trigger,weather_related,environmental_factor,severity,severity_score,road_status,traffic_impact,delay_minutes,road_blocked,diversion_required,vehicles_affected,fatalities,injuries,vehicles_involved,property_damage,road_damage,weather_condition,temperature,rainfall_mm,visibility_km,wind_speed,snowfall,source_id,source_name,source_type,source_url,published_date,collected_date
E00051,2026-06-21,,Accident,"Two killed, one hurt as luxury car crashes into road divider, overturns in Thane district. <a href=""https://news.google.com/rss/articles/CBMi7wFBVV95cUxOTzE5a1Z5a3ZreUZkaXpGdWppVmlfOUVTZXA0RFlLRjh5azR1b1BoaTcwckgxVFNkbkljMmxtMzZQdTVjSW42MXhoU2tJSWtZWHFvWXNQODBUcjNYU2dvQWQ3SXpkNlZoOHpPOE1RblBaTGs0UHJkX2VPOTQxNzZjSlBfcjZpVE90LXRWR2lMU0hDajhmM2RWY3d6eEdpd3JtczZVQzA4Z3p4NGNnbE9LTUw0c2hBQW5tXzlMd0ZEdmRoQmdUNVEyX1pqVkFYS0ZnOE01Uzd6MVlhaVBUVlVOZTd6b2d2emlyTGJPV0ZEMNIB9gFBVV95cUxNNlF3cm9sY0EwTHZaaHpxc3dVVUI5ZWhpZXVfU1hGWWczZzduc2w2MzhRTXJsVnJ3czZXSGVPVFkyQU9BSW1qV0JtcVR0aXBtM0VPNmYwLTQ1cks1SUpRdnZMR1k1aHNvUktqZkp2bFRUTEVVeFFSVUpaUTlhdjEtLXJ6azdXUkVBMVlLLS14d29MWjU2Ry00VUEyN1ZRSnBMMmRSYlVkN2ZYdG5GOFN0ZER1TlVRdHNIY0l4WTdJVVpybEdPUGpsRXU0US1MQUxQaUh4czlhU2ZlOC15bjNtSjZtaHN6cnZQWFlET1F3R3YxakhRRlE?oc=5"" target=""_blank"">Two killed, one hurt as luxury car crashes into road divider, overturns in Thane district</a>  <font color=""#6f6f6f"">The Hindu</font>",,,,,,,,,,,,,No,,Critical,4,,,,,,,,,,,,,,,,,,NEWS_2101211911308607901,The Hindu,News,https://news.google.com/rss/articles/CBMi7wFBVV95cUxOTzE5a1Z5a3ZreUZkaXpGdWppVmlfOUVTZXA0RFlLRjh5azR1b1BoaTcwckgxVFNkbkljMmxtMzZQdTVjSW42MXhoU2tJSWtZWHFvWXNQODBUcjNYU2dvQWQ3SXpkNlZoOHpPOE1RblBaTGs0UHJkX2VPOTQxNzZjSlBfcjZpVE90LXRWR2lMU0hDajhmM2RWY3d6eEdpd3JtczZVQzA4Z3p4NGNnbE9LTUw0c2hBQW5tXzlMd0ZEdmRoQmdUNVEyX1pqVkFYS0ZnOE01Uzd6MVlhaVBUVlVOZTd6b2d2emlyTGJPV0ZEMNIB9gFBVV95cUxNNlF3cm9sY0EwTHZaaHpxc3dVVUI5ZWhpZXVfU1hGWWczZzduc2w2MzhRTXJsVnJ3czZXSGVPVFkyQU9BSW1qV0JtcVR0aXBtM0VPNmYwLTQ1cks1SUpRdnZMR1k1aHNvUktqZkp2bFRUTEVVeFFSVUpaUTlhdjEtLXJ6azdXUkVBMVlLLS14d29MWjU2Ry00VUEyN1ZRSnBMMmRSYlVkN2ZYdG5GOFN0ZER1TlVRdHNIY0l4WTdJVVpybEdPUGpsRXU0US1MQUxQaUh4czlhU2ZlOC15bjNtSjZtaHN6cnZQWFlET1F3R3YxakhRRlE?oc=5,2026-06-21,2026-09-05
E00052,2026-01-10,,Accident,"Centre to focus on 100 high-risk districts to cut road accident deaths. <a href=""https://news.google.com/rss/articles/CBMiyAFBVV95cUxPSHZ5Tmx4RkZZUUVHU1FocGtCWTRaalFsTUdhdEEyZmkzcnc3UGdfZDhnRncxLXY1VDU0MHNURmdQS1lHVjVmMXFEMlViV0F3aGlWS0IwYU1EREpNdFliZ1AyVHRXdmR5ZFNIMnlXMWE2NFBlNE9KS2YtTE94UzFrT251Q1RHcEdDeGpwTE5hWFEycERiOHBUNHhGcWVreUpvZTZsQ3MzdTVQNVJxZnhCSkNqQnlQOGRIWDlyd2QwMDVXRXRwUUlkY9IBzwFBVV95cUxPd3NFYk5uQXFCVEZnZjdyU01IeVlsU2N0ZURKcXIxTmpRbGZfLUhQNnVIT0oxTkNHb1dpZl9xNzVxUy16LVFzTzF1Vmo2VjF5MWN2Mkl0UWp5cmFCaWFfSE9ZSzJpbE9QODNiWE9CUHhkTnA4S1hDWjJ3bTNKWFNlSGRWU0VLM0kyY0RMbU91U3puWC1rWDI1Q0dIazVYOTVraXgyT2VLTE94R28wUmlZVERGNDNwZnIzeHhJNlMtcG9tSVpNWG43WXVwUGw2Wjg?oc=5"" target=""_blank"">Centre to focus on 100 high-risk districts to cut road accident deaths</a>  <font color=""#6f6f6f"">The Hindu</font>",,,,,,,,,,,,,No,,Critical,4,,,,,,,,,,,,,,,,,,NEWS_9147852083613402737,The Hindu,News,https://news.google.com/rss/articles/CBMiyAFBVV95cUxPSHZ5Tmx4RkZZUUVHU1FocGtCWTRaalFsTUdhdEEyZmkzcnc3UGdfZDhnRncxLXY1VDU0MHNURmdQS1lHVjVmMXFEMlViV0F3aGlWS0IwYU1EREpNdFliZ1AyVHRXdmR5ZFNIMnlXMWE2NFBlNE9KS2YtTE94UzFrT251Q1RHcEdDeGpwTE5hWFEycERiOHBUNHhGcWVreUpvZTZsQ3MzdTVQNVJxZnhCSkNqQnlQOGRIWDlyd2QwMDVXRXRwUUlkY9IBzwFBVV95cUxPd3NFYk5uQXFCVEZnZjdyU01IeVlsU2N0ZURKcXIxTmpRbGZfLUhQNnVIT0oxTkNHb1dpZl9xNzVxUy16LVFzTzF1Vmo2VjF5MWN2Mkl0UWp5cmFCaWFfSE9ZSzJpbE9QODNiWE9CUHhkTnA4S1hDWjJ3bTNKWFNlSGRWU0VLM0kyY0RMbU91U3puWC1rWDI1Q0dIazVYOTVraXgyT2VLTE94R28wUmlZVERGNDNwZnIzeHhJNlMtcG9tSVpNWG43WXVwUGw2Wjg?oc=5,2026-01-10,2026-09-05
E00053,2026-02-16,,Accident,"Fatal crash exposes insurance loophole in road accident compensation law. <a href=""https://news.google.com/rss/articles/CBMi1AFBVV95cUxPa0FSNlFkX3lJSEp4bjAybXpoTDgxQ2E3UXFuU0NvMkhPZDByQlZQSVpTNXVuaFl4Sk5fWURuVlNPbzd2bHBUeVhZWlRtbnhjOWlkc1lrMVJuMDVKNlhSbC1IeUVIV0c2TGpnRFkydmNWbDZObkVZbm5lRnhLbF9xNTFBbnExTjFyQXhxWDZRdGpDZUdZajFHY2IybWpnY0RNbTJDaElUcEJMb0xSV1JGT3E1dGJHLUlUMmdjVDRka3hYTXBQNGN0UEt1RGR4ZlRRYXdVZNIB2wFBVV95cUxOdFBCN1ZJS0ktd1M5SXNiMlFERXYtNkphNlFtVU44bms2ODdiMUNzb2pfc2pnTFpvMmlNYXZNUmJCQXpROUIzR0hHRFptUkJNb0NjX29teW5oRHdzU0lCWnNNS01BRzlQbVZhcFVIYVVaQTJ2RFItNUJBbXZ1ZlAxNW5mT05oOVpnYmVFNUpTdzBoZWZhNmpNakVnMWxRTk1nSVBUTU4xSzdrQWEtZUQ0d1FEV0lqM1E2MkNTeWNOS3lJblNSZnNBUlNWTXdsTzdkb3o4aXVvakVobTQ?oc=5"" target=""_blank"">Fatal crash exposes insurance loophole in road accident compensation law</a>  <font color=""#6f6f6f"">The Hindu</font>",,,,,,,,,,,,,No,,Critical,4,,,,,,,,,,,,,,,,,,NEWS_-894470214256624023,The Hindu,News,https://news.google.com/rss/articles/CBMi1AFBVV95cUxPa0FSNlFkX3lJSEp4bjAybXpoTDgxQ2E3UXFuU0NvMkhPZDByQlZQSVpTNXVuaFl4Sk5fWURuVlNPbzd2bHBUeVhZWlRtbnhjOWlkc1lrMVJuMDVKNlhSbC1IeUVIV0c2TGpnRFkydmNWbDZObkVZbm5lRnhLbF9xNTFBbnExTjFyQXhxWDZRdGpDZUdZajFHY2IybWpnY0RNbTJDaElUcEJMb0xSV1JGT3E1dGJHLUlUMmdjVDRka3hYTXBQNGN0UEt1RGR4ZlRRYXdVZNIB2wFBVV95cUxOdFBCN1ZJS0ktd1M5SXNiMlFERXYtNkphNlFtVU44bms2ODdiMUNzb2pfc2pnTFpvMmlNYXZNUmJCQXpROUIzR0hHRFptUkJNb0NjX29teW5oRHdzU0lCWnNNS01BRzlQbVZhcFVIYVVaQTJ2RFItNUJBbXZ1ZlAxNW5mT05oOVpnYmVFNUpTdzBoZWZhNmpNakVnMWxRTk1nSVBUTU4xSzdrQWEtZUQ0d1FEV0lqM1E2MkNTeWNOS3lJblNSZnNBUlNWTXdsTzdkb3o4aXVvakVobTQ?oc=5,2026-02-16,2026-09-05
E00054,2025-11-06,,Accident,"Death on the move: On India’s disgraceful record in fatal road accidents. <a href=""https://news.google.com/rss/articles/CBMizgFBVV95cUxQb0Z1ODRwdXhTR1lXZ21URXdtZHBydUxSSGU3bEpmWTQ5clBScHBSblkyTFFqMlNDdm1ZaFhMUjRJdjFBbE53bmJSazM2OFVmUEJqd3RnTmlkR3JYbmZrT1VJX1hSdkRVYTIweGNrRHRpQ21vZ2Z0czlkaXlaaVFIQWFzbEpzbk9Dc2Q1RWlWdVlzSDlEa2w0TmRoa2JRcU4xUnEzSUNxLWdBZUtJVWU0U2ZDakRHNzVTN3pWMWZ2dGExbFpoakJjNlM4UGMzZ9IB1AFBVV95cUxQSG5CcWwya1RlVGVDcXp5OHZYNl9sejlTanZaQmZheUZTWGhneGM5YndfV1BYYk9GbXJNTS1jcDhBWWlvcVNMZEpncXN0WEdiZFU3elFiVnVUMElSYmtTVGtDSFRkRmZwTmxPek5ySlZkNEk5U2NheHZoNUE2emtJa1MwczF6TTkydHc5WGhFX2l0SkZPcVpWUzlRNTM5OGhaVWRYTmFBY0hOR2lmYlBndDUxZXBHNmxzS3hyYUdqQkQ3cl9ZcjZnTTRxRlk3MHpnaDZxeg?oc=5"" target=""_blank"">Death on the move: On India’s disgraceful record in fatal road accidents</a>  <font color=""#6f6f6f"">The Hindu</font>",,,,,,,,,,,,,No,,Critical,4,,,,,,,,,,,,,,,,,,NEWS_-8925649485744037175,The Hindu,News,https://news.google.com/rss/articles/CBMizgFBVV95cUxQb0Z1ODRwdXhTR1lXZ21URXdtZHBydUxSSGU3bEpmWTQ5clBScHBSblkyTFFqMlNDdm1ZaFhMUjRJdjFBbE53bmJSazM2OFVmUEJqd3RnTmlkR3JYbmZrT1VJX1hSdkRVYTIweGNrRHRpQ21vZ2Z0czlkaXlaaVFIQWFzbEpzbk9Dc2Q1RWlWdVlzSDlEa2w0TmRoa2JRcU4xUnEzSUNxLWdBZUtJVWU0U2ZDakRHNzVTN3pWMWZ2dGExbFpoakJjNlM4UGMzZ9IB1AFBVV95cUxQSG5CcWwya1RlVGVDcXp5OHZYNl9sejlTanZaQmZheUZTWGhneGM5YndfV1BYYk9GbXJNTS1jcDhBWWlvcVNMZEpncXN0WEdiZFU3elFiVnVUMElSYmtTVGtDSFRkRmZwTmxPek5ySlZkNEk5U2NheHZoNUE2emtJa1MwczF6TTkydHc5WGhFX2l0SkZPcVpWUzlRNTM5OGhaVWRYTmFBY0hOR2lmYlBndDUxZXBHNmxzS3hyYUdqQkQ3cl9ZcjZnTTRxRlk3MHpnaDZxeg?oc=5,2025-11-06,2026-09-05
E00055,2026-05-22,,,"Road Safety in India | Current Affairs. <a href=""https://news.google.com/rss/articles/CBMimAFBVV95cUxOeHAxcmkxWmprT0t2NnJMcHJQQVh1WHhfaE1wTFFVWnhha0lKTGNVVmtQeHNubkFFVWFrRHlNaHBpVVF4azBqamFZb1RLeXZ0NTBva3B2TzM0UkY0dkk3QjFHLUgtRlFkX085R3RveXV6Y3VYVElOOE9MaGtsbkE2dHNPMktoYUNpdGdPRzFJY3RudDJFaDgzcg?oc=5"" target=""_blank"">Road Safety in India | Current Affairs</a>  <font color=""#6f6f6f"">visionias.in</font>",,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,NEWS_-1250091046410416379,visionias.in,News,https://news.google.com/rss/articles/CBMimAFBVV95cUxOeHAxcmkxWmprT0t2NnJMcHJQQVh1WHhfaE1wTFFVWnhha0lKTGNVVmtQeHNubkFFVWFrRHlNaHBpVVF4azBqamFZb1RLeXZ0NTBva3B2TzM0UkY0dkk3QjFHLUgtRlFkX085R3RveXV6Y3VYVElOOE9MaGtsbkE2dHNPMktoYUNpdGdPRzFJY3RudDJFaDgzcg?oc=5,2026-05-22,2026-09-05
E00056,2026-01-14,,Accident,"Rural Nashik, Pune report most severe road accidents: What is derailing India’s road safety efforts?. <a href=""https://news.google.com/rss/articles/CBMiogFBVV95cUxNaVZ0ejRmSENzTW1JZUk2UTdPemhXM0czcTdPaXlBdTFNQzRzWEtMZWpYVE5BdnUweHp0ZjJYcS03dUtDU1p4VHpTenpfaXZrT1pleGRFdGk3cE02UVN0dE5HSTU5V0ZfT3VESUQ5dEprQzZfNlJ5ckZKay1YbE16S3JYc2MwUG5GUEo2aHl3Nm9ZVEZ4clFjNHgwbXRscDczb0HSAagBQVVfeXFMT1ViWVBxdUJPcWRBZXRQRnUzWWtCNTFLWUV1RGhhMFpBbFJSM3NCZ0VHaHh5TEc5cVp2cmNDcDNSNUNxLWQyck5yUlRVVVlxYmhpeGM2d25oZ2xUWXdrenZsc2plTFExM2tjSThWb2Y2aGtQaUZJSVJnNkotTlo2MUVuVnNHWUxWekJVRFM1NkI3QWVWZDdPOWpIU1dUVGIxdHN6cUZPWi1K?oc=5"" target=""_blank"">Rural Nashik, Pune report most severe road accidents: What is derailing India’s road safety efforts?</a>  <font color=""#6f6f6f"">The Indian Express</font>",,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,NEWS_7710135414887526315,The Indian Express,News,https://news.google.com/rss/articles/CBMiogFBVV95cUxNaVZ0ejRmSENzTW1JZUk2UTdPemhXM0czcTdPaXlBdTFNQzRzWEtMZWpYVE5BdnUweHp0ZjJYcS03dUtDU1p4VHpTenpfaXZrT1pleGRFdGk3cE02UVN0dE5HSTU5V0ZfT3VESUQ5dEprQzZfNlJ5ckZKay1YbE16S3JYc2MwUG5GUEo2aHl3Nm9ZVEZ4clFjNHgwbXRscDczb0HSAagBQVVfeXFMT1ViWVBxdUJPcWRBZXRQRnUzWWtCNTFLWUV1RGhhMFpBbFJSM3NCZ0VHaHh5TEc5cVp2cmNDcDNSNUNxLWQyck5yUlRVVVlxYmhpeGM2d25oZ2xUWXdrenZsc2plTFExM2tjSThWb2Y2aGtQaUZJSVJnNkotTlo2MUVuVnNHWUxWekJVRFM1NkI3QWVWZDdPOWpIU1dUVGIxdHN6cUZPWi1K?oc=5,2026-01-14,2026-09-05
E00057,2026-05-31,,,"Supreme Court Orders Ban on Highway Shoulder Parking, Issues Safety Directions. <a href=""https://news.google.com/rss/articles/CBMixwFBVV95cUxNNWZtQ2R6NjlPbEYxWjNGaV80ak9rR2VCQ1FZb3laSnZTbV9HR0VZYlZNdHpRY3ZZcDFPamRya09sTGpVNGhUQzZPc1ZBdDFpSllOUFJpUTdhRkZnN244b3FES2dCZDZlQTVGX3dZSlF5aHdFc2VCUDZ3ZDVzSFdWWUFfX1BwS0FfZ09tbnVQSVIxaTc4cEtlNkpUak05UFRCTVAxd2hpMUl3dXZSUVM3V2FTUHZaZ0pYSFo3eXREZnlhSzdMNllz0gHMAUFVX3lxTE1CMHBRVkFZRlYxQTZXUml1bFZsQl9ISmltYkpMWFN2OXlqWlZXYndJQk1WV1FDMlJ1VTVFNjVTRENCWFkybDUxQVF5VzU4SktVcXM4QWRIajN3NlRhM3ViVUo2YUpuS2ZQOE9sdm1ZRUt0cklwcnlHcFd1anVVTWQ1NmlYQWtjLVJIYVlyYzY3NE5SYmJ2Vk9ySGdWR1J5eHpEam9DcVROSTZXM2xxTWJ6UlNWZEo0VnY0X0k1WUhQTjVGVWl0ZlVGc3g5aA?oc=5"" target=""_blank"">Supreme Court Orders Ban on Highway Shoulder Parking, Issues Safety Directions</a>  <font color=""#6f6f6f"">LawBeat</font>",,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,NEWS_-2607873892168248688,LawBeat,News,https://news.google.com/rss/articles/CBMixwFBVV95cUxNNWZtQ2R6NjlPbEYxWjNGaV80ak9rR2VCQ1FZb3laSnZTbV9HR0VZYlZNdHpRY3ZZcDFPamRya09sTGpVNGhUQzZPc1ZBdDFpSllOUFJpUTdhRkZnN244b3FES2dCZDZlQTVGX3dZSlF5aHdFc2VCUDZ3ZDVzSFdWWUFfX1BwS0FfZ09tbnVQSVIxaTc4cEtlNkpUak05UFRCTVAxd2hpMUl3dXZSUVM3V2FTUHZaZ0pYSFo3eXREZnlhSzdMNllz0gHMAUFVX3lxTE1CMHBRVkFZRlYxQTZXUml1bFZsQl9ISmltYkpMWFN2OXlqWlZXYndJQk1WV1FDMlJ1VTVFNjVTRENCWFkybDUxQVF5VzU4SktVcXM4QWRIajN3NlRhM3ViVUo2YUpuS2ZQOE9sdm1ZRUt0cklwcnlHcFd1anVVTWQ1NmlYQWtjLVJIYVlyYzY3NE5SYmJ2Vk9ySGdWR1J5eHpEam9DcVROSTZXM2xxTWJ6UlNWZEo0VnY0X0k1WUhQTjVGVWl0ZlVGc3g5aA?oc=5,2026-05-31,2026-09-05
E00058,2026-05-12,,Accident,"Road Accident Deaths Rise To 1.75 Lakh In 2024 Despite Safety Push. <a href=""https://news.google.com/rss/articles/CBMipwFBVV95cUxQS255ZEhSdXp5T1pRZUZEckdhZFlxWncwNXF2ZkRfS2N6TEpRLVhMODh3ZnFqb21KcmQ3bWx4YVdtS0NfTmk0Y05YWUdRM2N5NUZyeGxkLU9sd2ZZVUJaajg1LU8ydmU3YkFmVG5ydEJUZTZFWm5ieHVuUTBwODE4V25MZXRqM1RvQ2NzU3hibl9DYkU4UGt6U0hVcjhIODMxTlpWSG9IMNIBrAFBVV95cUxPZ2tsQ2UyYzNpODhzS1h5RldmUktURUtHX3NNY2FadjNvWFljU01HZDlTNGRsWXFUcjJQd21vYnlpeDkxS3E5cDk2ZEhDNDRrbUVyVk4yTUI5ZjZad0p5LXJlVnRNclNoVGdZLTNXR29XdVJiY0IwMVI2Zi1hM3NraTRfcV9YcjZPNUZJUW0yVkFkN1U1eVhZLXhRQW1rUGVJZnE0Wm9namtwV0p6?oc=5"" target=""_blank"">Road Accident Deaths Rise To 1.75 Lakh In 2024 Despite Safety Push</a>  <font color=""#6f6f6f"">ETV Bharat</font>",,,,,,,,,,,,,No,,Critical,4,,,,,,,,,,,,,,,,,,NEWS_7082859946431197468,ETV Bharat,News,https://news.google.com/rss/articles/CBMipwFBVV95cUxQS255ZEhSdXp5T1pRZUZEckdhZFlxWncwNXF2ZkRfS2N6TEpRLVhMODh3ZnFqb21KcmQ3bWx4YVdtS0NfTmk0Y05YWUdRM2N5NUZyeGxkLU9sd2ZZVUJaajg1LU8ydmU3YkFmVG5ydEJUZTZFWm5ieHVuUTBwODE4V25MZXRqM1RvQ2NzU3hibl9DYkU4UGt6U0hVcjhIODMxTlpWSG9IMNIBrAFBVV95cUxPZ2tsQ2UyYzNpODhzS1h5RldmUktURUtHX3NNY2FadjNvWFljU01HZDlTNGRsWXFUcjJQd21vYnlpeDkxS3E5cDk2ZEhDNDRrbUVyVk4yTUI5ZjZad0p5LXJlVnRNclNoVGdZLTNXR29XdVJiY0IwMVI2Zi1hM3NraTRfcV9YcjZPNUZJUW0yVkFkN1U1eVhZLXhRQW1rUGVJZnE0Wm9namtwV0p6?oc=5,2026-05-12,2026-09-05
E00059,2026-02-24,,Accident,"UN launches Global Road Safety Campaign in India, calls for an end to 'silent epidemic' of road accidents. <a href=""https://news.google.com/rss/articles/CBMiuAFBVV95cUxPNEl2YzlYSmNfb0hLb0RRSkpnYWRyckU1X2hOWHhFYXZKZWJuQ25oeDdoNmtnUEo5eGhWX1ZWaGVfT1VyM1pPcWRZbTlfU2VpQUJiZzVsb2cyejBFNnlOY0xVaG9UV3ZOT0syYlNjaEdSR2Q3elZzUFN3VTlITTM0VHlHdkdaeHhPaV9BXzM2bC00YTFIdjI0WktJZkhEbU9FNF9FMEgwRmlsTTVLQmFsaElWVm5sRGpN?oc=5"" target=""_blank"">UN launches Global Road Safety Campaign in India, calls for an end to 'silent epidemic' of road accidents</a>  <font color=""#6f6f6f"">United Nations in India</font>",,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,NEWS_2466478330747038254,United Nations in India,News,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPNEl2YzlYSmNfb0hLb0RRSkpnYWRyckU1X2hOWHhFYXZKZWJuQ25oeDdoNmtnUEo5eGhWX1ZWaGVfT1VyM1pPcWRZbTlfU2VpQUJiZzVsb2cyejBFNnlOY0xVaG9UV3ZOT0syYlNjaEdSR2Q3elZzUFN3VTlITTM0VHlHdkdaeHhPaV9BXzM2bC00YTFIdjI0WktJZkhEbU9FNF9FMEgwRmlsTTVLQmFsaElWVm5sRGpN?oc=5,2026-02-24,2026-09-05
E00060,2026-06-20,,,"In five months, 10 per cent of road mishap victims in Hyderabad are kids. <a href=""https://news.google.com/rss/articles/CBMizgFBVV95cUxNRDdubV9XLVJhSVNvREhPODlyZlRjSHRmMWU3dE1xTkxoNmNNZ3VON2RfWmxQVFBGU05mT2hqaGtpbGJET3MtLUtpa0FBek1zaFY4Z0ZIVFRqSmJjYXZpQkM0TzB2c3JYRHdPR0lSV3FseVhKRlg5cVYyQXlPc05YX25hLVRmZWdUU3ZaOENRUGw2WXhrakU4eDZqbFhUMjBkeExDWVEybEFlNVhTb0xqbHFtUFhQc3FJYkVMaWtMb3NBcEZiMkxTQkdtMXhSQdIB2wFBVV95cUxQUmJHT3d1V1lmWkJLQVMzb2ZfcVNXRk9ISUhReFNJRDU4M241bnBmOGk3dDVnYWVzQ0RvMEpSZFdSM0FkRzJKekRJWFFrMS1Wd2tJUVZvSnpVOGxSaE9sR0NpcHF2YmZETEZGcFJPWHk5MlVfWEFXTFRGakNYeTMzWjJibU8yMXcxN1huQVJkOWVCeTNwREppM2xPSWw4SUtJSnE0Yk03dWNuNkFmQi1lVm03RFlaS3k1RkhrZlE3d2RaTGVpOWctSWRoN0x3YUUyWXFvS0RnSFFsbTA?oc=5"" target=""_blank"">In five months, 10 per cent of road mishap victims in Hyderabad are kids</a>  <font color=""#6f6f6f"">The New Indian Express</font>",,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,NEWS_-6432419333334144105,The New Indian Express,News,https://news.google.com/rss/articles/CBMizgFBVV95cUxNRDdubV9XLVJhSVNvREhPODlyZlRjSHRmMWU3dE1xTkxoNmNNZ3VON2RfWmxQVFBGU05mT2hqaGtpbGJET3MtLUtpa0FBek1zaFY4Z0ZIVFRqSmJjYXZpQkM0TzB2c3JYRHdPR0lSV3FseVhKRlg5cVYyQXlPc05YX25hLVRmZWdUU3ZaOENRUGw2WXhrakU4eDZqbFhUMjBkeExDWVEybEFlNVhTb0xqbHFtUFhQc3FJYkVMaWtMb3NBcEZiMkxTQkdtMXhSQdIB2wFBVV95cUxQUmJHT3d1V1lmWkJLQVMzb2ZfcVNXRk9ISUhReFNJRDU4M241bnBmOGk3dDVnYWVzQ0RvMEpSZFdSM0FkRzJKekRJWFFrMS1Wd2tJUVZvSnpVOGxSaE9sR0NpcHF2YmZETEZGcFJPWHk5MlVfWEFXTFRGakNYeTMzWjJibU8yMXcxN1huQVJkOWVCeTNwREppM2xPSWw4SUtJSnE0Yk03dWNuNkFmQi1lVm03RFlaS3k1RkhrZlE3d2RaTGVpOWctSWRoN0x3YUUyWXFvS0RnSFFsbTA?oc=5,2026-06-20,2026-09-05
E00061,2026-08-06,,Accident,"Gangster Atiq Ahmed's son, on way to meet jailed brother, killed in road accident. <a href=""https://news.google.com/rss/articles/CBMi8wFBVV95cUxORXYxZ2Q0bFBjQ2JhcjdnYm9DNWFseVB2NDZVOS1RbHpUTFk1N1pROGRyQVl0T29uNHRvYWpnZ0dXcGVhMVAxYnpOWGxGMEQzUEJlUlhCYW9YOTlXOGg5TG1hVnh2QldSM2NxS1ExaEtXUjI5VThDdW4tZDFjOUJxMTdmb1FnRmdkZnBmVVg3WDdMczVZSXBHMTRsT1d1UDFpVkhEdU5IYWJGU09mMUNzX0tBNnZrZjRCbXdjeDRFTkRPMW5Sd1ZkUmRrdGhKcTZDOXQtR080OVAyN2tMMnR5MUhpVjlNM3BBNlRKRVFMWUx3RTTSAfgBQVVfeXFMT0FmcjQzbm1YdTFZZjBWSENpTUVteDA3c0tvVWNxbEZhdjU4S2dPcVBhVUNITVVPMExRM0U2bUxsLVhvSDcxUVpncWtJNm9VUU5SWVc2WGZ4cDdCTkZUai1ab3hTb0s4cGc5Y3R3UUJlMjhJQV9ERVFZRDBfNVdaUXFzczg3TDk3cWJoRWlOMEptQUs0amlzTmlsZ1ljRTY4ZjAteUJySlpseF9Jd2Z0cjRSRHh3Y2dQZ2Y4dFc4Nl9tLVcyZHpGYUl2dUdlejdQTDlybnBJM2hMelkwaEhUX0oxWUdSdFoxWTlTRXZaOWhXZ2IxTWVESHU?oc=5"" target=""_blank"">Gangster Atiq Ahmed's son, on way to meet jailed brother, killed in road accident</a>  <font color=""#6f6f6f"">India Today</font>",,,,,,,,,,,,,No,,Critical,4,,,,,,,,,,,,,,,,,,NEWS_-204961333435692708,India Today,News,https://news.google.com/rss/articles/CBMi8wFBVV95cUxORXYxZ2Q0bFBjQ2JhcjdnYm9DNWFseVB2NDZVOS1RbHpUTFk1N1pROGRyQVl0T29uNHRvYWpnZ0dXcGVhMVAxYnpOWGxGMEQzUEJlUlhCYW9YOTlXOGg5TG1hVnh2QldSM2NxS1ExaEtXUjI5VThDdW4tZDFjOUJxMTdmb1FnRmdkZnBmVVg3WDdMczVZSXBHMTRsT1d1UDFpVkhEdU5IYWJGU09mMUNzX0tBNnZrZjRCbXdjeDRFTkRPMW5Sd1ZkUmRrdGhKcTZDOXQtR080OVAyN2tMMnR5MUhpVjlNM3BBNlRKRVFMWUx3RTTSAfgBQVVfeXFMT0FmcjQzbm1YdTFZZjBWSENpTUVteDA3c0tvVWNxbEZhdjU4S2dPcVBhVUNITVVPMExRM0U2bUxsLVhvSDcxUVpncWtJNm9VUU5SWVc2WGZ4cDdCTkZUai1ab3hTb0s4cGc5Y3R3UUJlMjhJQV9ERVFZRDBfNVdaUXFzczg3TDk3cWJoRWlOMEptQUs0amlzTmlsZ1ljRTY4ZjAteUJySlpseF9Jd2Z0cjRSRHh3Y2dQZ2Y4dFc4Nl9tLVcyZHpGYUl2dUdlejdQTDlybnBJM2hMelkwaEhUX0oxWUdSdFoxWTlTRXZaOWhXZ2IxTWVESHU?oc=5,2026-08-06,2026-09-05
